book	ia_id	plate	leaf	plate_title	subject	content_type	measured	status	page_image_url	note
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Plans.arcs.ogives.salles.polygonales.png	Polygonal halls: pentagon, hexagon, octagon, canted-corner square, decagon - each divided into triangles by ribs from the re-entrant angles to the centre	plan	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/5/5f/Plans.arcs.ogives.salles.polygonales.png	fig. 50 | DRAWING: Plans (5 variants) | SEEN: Five plans stacked. In each, every re-entrant angle of the polygon is joined to the centre; those lines are the plan projections of the ogives, the polygon sides are the plan projections of the formerets. The 4th variant is a square with canted corners, which reads as an irregular octagon. | FACTORY: Trivial but exact: n-gon -> n triangular cells, one rib per vertex to the centre. Formeret crowns may sit above OR below the central crown as needed.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Plans.arcs.ogives.salles.polygonales.2.png	Apse termination on a parallelogram: make the straight bay equal to one polygon side	plan	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/a/a7/Plans.arcs.ogives.salles.polygonales.2.png	fig. 51 | DRAWING: Plan | SEEN: The nave rectangle ends in a polygonal apse. A straight bay A-A is made EQUAL in length to one polygon side B-C, so the crown D is equidistant from B, C and E, and the triangles BCD and CED have BD = CD = ED. The arches A-D abut the radiating arches BD, CD, ED. All cells are triangles. | FACTORY: Sizing rule: last straight bay length = polygon side length. This is the condition that makes all radiating ribs equal and all crowns level, so it should be a hard constraint in an apse generator.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Plans.arcs.ogives.salles.polygonales.3.png	The vicious exception: radiating ribs butting on the crown of a transverse arch, and the repair	plan	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/8/87/Plans.arcs.ogives.salles.polygonales.3.png	fig. 51 bis | DRAWING: Plan | SEEN: Half of a ten-sided polygon. All the radiating ribs butt their heads at D', which sits on the crown of the doubleau GH and is NOT itself abutted, so they can warp GH. Drawn repair: two extra ogive branches ID' and RD' thrown from the corners of the last straight bay to abut D' powerfully. | FACTORY: A named failure mode with a named fix. A generator should detect 'radiating ribs converge on an unabutted point of another arch' and insert the two counter-branches.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Plan.porche.eglise.Notre.Dame.Dijon.png	Plan of the porch of Notre-Dame de Dijon: arches of very unequal span with ALL crowns levelled, because a flat first-floor pavement sits on top	plan	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/e/e9/Plan.porche.eglise.Notre.Dame.Dijon.png	fig. 52 | DRAWING: Plan with rabatted arches | FACTORY: The complementary case to fig. 49 ter: fix all crowns to one plane and let the SPRINGING heights vary. Rule: springing_height = crown_level - rise(span), so wide arches spring lower.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Detail.porche.eglise.Notre.Dame.Dijon.png	Perspective of pier M at the Dijon porch: one doubleau springing far below the others, its capital placed to suit	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/3/3e/Detail.porche.eglise.Notre.Dame.Dijon.png	fig. 53 | DRAWING: Perspective / detail | FACTORY: Pier generator: capitals at multiple levels on one shaft, each level serving the arches whose spring height it matches.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Plan.pilier.cathedrale.Peterborough.png	Horizontal section of a Romanesque pier at Peterborough with the abacus plan and the lower bed traces of every arch	plan+section	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/7/70/Plan.pilier.cathedrale.Peterborough.png	fig. 54 | DRAWING: Plan | FACTORY: Anglo-Norman early-12c rule and a dating marker: segmental diagonals (less than a semicircle) to keep the diagonal crown DOWN, the exact inverse of the later French practice. Also: capitals divided into as many members as there are arches.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Detail.pilier.cathedrale.Peterborough.png	Perspective of the Peterborough capital with the arch springings, and the geometral drawing of the ogive branch A, the common springer and the capital corbellings	perspective	no	FIGURE	https://upload.wikimedia.org/wikipedia/commons/f/fb/Detail.pilier.cathedrale.Peterborough.png	fig. 54 bis / 54 ter | DRAWING: Perspective + geometral | FACTORY: Anglo-Norman variant of the springer: capital split into one member per arch, corbelled out from the pier section.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Plan.arc.ogive.et.arc.doubleau.png	THE web epure: how the courses of the moellon web are set out for a square bay crossed by an intermediate doubleau	epure	yes	VERIFIED+CORRECTED	https://upload.wikimedia.org/wikipedia/commons/5/5b/Plan.arc.ogive.et.arc.doubleau.png	fig. 55 | DRAWING: Epure (setting-out drawing), plan with rabatted extradoses | SEEN: Quarter plan, A at the corner, C the crown, D and E on the sides. Rabatted on the plan: the formeret extrados as the broken curve A-F-D including its raised (vertical) springing; the principal doubleau as E-G; the ogive as the exact quarter-circle A-I; the intersecting doubleau as D-H. A scale bar X-X' at the left is the width of a hand-manageable moellon. The formeret half A-F is stepped off with that unit, giving four rows and division points L, M, N; those are brought back onto the plan line AD as L', M', N'. The ogive half A-I is then divided into FOUR EQUAL PARTS - equal in number, not in size - giving O, P, Q, brought back to O', P', Q' on AC. Joining N'-O', M'-P', L'-Q', K-C by STRAIGHT lines gives the horizontal projections of the VERTICAL PLANES in which the intrados joints of the web courses must lie. The lower triangle ECJ is done the same way but with SIX divisions (U, V, Z and Y, Y', Y'), because the principal doubleau commands there. Rise conditions stated: with a semicircular ogive, the intersecting doubleau must have a rise CH equal to the radius CI; the principal doubleau a rise JG LESS than CI; the formeret, including its raised springing, a rise KF less than that of the principal doubleau. | FACTORY: The core web-coursing algorithm, fully specified: (1) the WALL ARCH commands - divide its rabatted extrados by the moellon width to get the course count n; (2) divide the diagonal's rabatted extrados into the SAME n parts (which are therefore larger); (3) join corresponding points; (4) each joint arris lies in a vertical plane. Also a rise ordering constraint: rise(intersecting doubleau) = R_ogive > rise(principal doubleau) > rise(formeret incl. stilting). | VERIFICATION: all joint lines (N'O', M'P', L'Q', K-C) confirmed running from the formeret plan line AD across to the diagonal AC, the last being the ridge K-C. The rise-ordering chain is verbatim. CORRECTION: Viollet divides the extrados of the HALF formeret - 'combien l'extrados du demi arc formeret AF, compris sa naissance verticale, contient de fois XX' : soit quatre fois' - so n=4 is courses PER HALF-CELL. The reader's headline said 'the formeret', which halves the course density. Note also the wikisource transcription reads 'conformement a l'epure tracee fig. 50' where it must mean fig. 55.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Fermeture.triangle.voute.gothique.png	The mason's master template arc drawn on a board: chord C'K' with rise ab	detail	no	VERIFIED+CORRECTED	https://upload.wikimedia.org/wikipedia/commons/9/9c/Fermeture.triangle.voute.gothique.png	fig. 56 | DRAWING: Detail / template | SEEN: A nearly flat circular arc struck through three points C', b, K'. The chord C'K' is the length from the ogive crown to the formeret crown (CK or CJ of fig. 55); the perpendicular ab erected at its midpoint is the stated rise, 0.50 m. Nothing else on the plate. | FACTORY: Replaces the whole epure on site. The mason measures each course length with a string, lays that length off as a chord on this arc, reads the resulting rise, and uses it for that course. One number (0.50 m rise) drives every course of the cell. | VERIFICATION: the 0.50 m rise is an EXAMPLE value, not a constant - 'Le constructeur dit, PAR EXEMPLE : la ligne CK ... aura 0,50 c. de fleche'. The reader's figure note said 'one number drives every course of the cell' without the hedge; its dimensions entry had it right.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Fermeture.triangle.voute.gothique.2.png	The first third of a web cell rising 'like a wall' without any support	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/c/cb/Fermeture.triangle.voute.gothique.2.png	fig. 57 | DRAWING: Perspective / detail | SEEN: A springing seen from below-inside: the tas-de-charge with its horizontal beds, the ribs freeing themselves and running up as coursed voussoirs, and between them the first courses of the moellon web - laid with nearly horizontal beds, coursed like ordinary walling, standing unsupported. Stippling marks the mortar. Base moulding and plinth below. | FACTORY: Confirms the staged web build: cell = [zone 1, near-vertical, built as walling, no support] + [zone 2, built on the sliding cerce]. The boundary is at about one third of each side of the triangle. | VERIFICATION: confirmed - coursed near-horizontal-bedded rubble rising between the ribs. Text says 'au MOINS un tiers' (at least a third), a lower bound; the reader softened it to 'about one third'.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Fermeture.triangle.voute.gothique.3.png	The cerce: the extensible curved board that replaces centering	perspective	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/a/a7/Fermeture.triangle.voute.gothique.3.png	fig. 58 | DRAWING: Perspective / tool detail | SEEN: Two thin curved boards overlapping, each with a hollowed central GROOVE (rainure) concentric with the template arc of fig. 56; two keys/wedges C pass through the grooves and are tightened to lock the pair rigid, so the assembly can be LENGTHENED course by course by sliding one board against the other. Iron squares (equerres en fer) A and B are nailed at the outer ends, forming beaks that sit on the points previously marked on the ribs. Board thickness stated in the text as about 0.04 m. | FACTORY: A fully modellable medieval tool, and an important negative: no centering, no lagging, no falsework in the cell. Constraint recorded in the text: the two boards together must be LONGER than the ridge line of the cell, and one of them no longer than the most steeply inclined course that cannot be turned unsupported.
viollet_dictionnaire	frwikisource	Construction -- Voutes	0	Fermeture.triangle.voute.gothique.4.png	Fig. 59: the cerce placed UNDER the joint line between two courses. Fig. 60: why the joint arris must lie in a vertical plane	plan	no	VERIFIED	https://upload.wikimedia.org/wikipedia/commons/3/35/Fermeture.triangle.voute.gothique.4.png	fig. 59 / 60 | DRAWING: Details / geometric proof | SEEN: Fig. 59 (left): a run of moellon courses with the cerce and its key shown fixed beneath the SEPARATING joint line, not beneath the middle of a course. Fig. 60 (right): the cell triangle with A at the top of the vertical springing zone, B and B' at the foot, D at the far corner; near-vertical joint lines fan from the base line B-D up to the hypotenuse A-D; a dashed line C-D crosses them. Inset E = the resulting intrados face (douelle) of one course, a strip visibly wider in the middle than at the ends; inset G = the plan of a course, lens-shaped. | FACTORY: The generator consequence: because the intrados beds trace curves, the developed length of an intermediate section CD exceeds that of the base section DB which set the course count, so the surplus development must be spread over all the courses. Forcing the joint arris into a vertical plane does that automatically. Each web course is therefore a LENS: thicker at mid-length than at either end.
